2000
1933=>[HU: f_id=X9G-10227.03.2290010479, hw_v=H14, l_num=1933, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285058, sw_v=0421]
784=>[HU: f_id=X9G-10223.03.2290010069, hw_v=H14, l_num=784, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267930, sw_v=0421]
392=>[HU: f_id=X9G-10222.03.2290011637, hw_v=H14, l_num=392, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266849, sw_v=0421]
771=>[HU: f_id=X9G-10223.03.2290010088, hw_v=H14, l_num=771, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268015, sw_v=0421]
1188=>[HU: f_id=X9G-10227.03.2290010287, hw_v=H14, l_num=1188, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284371, sw_v=0421]
1360=>[HU: f_id=X9G-10229.03.2290010030, hw_v=H14, l_num=1360, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290162, sw_v=0421]
661=>[HU: f_id=X9G-10223.03.2290010146, hw_v=H14, l_num=661, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268108, sw_v=0421]
1230=>[HU: f_id=X9G-10229.03.2290010186, hw_v=H14, l_num=1230, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290586, sw_v=0421]
1983=>[HU: f_id=X9G-10227.03.2290010514, hw_v=H14, l_num=1983, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285161, sw_v=0421]
1853=>[HU: f_id=X9G-10228.03.2290010027, hw_v=H14, l_num=1853, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286172, sw_v=0421]
930=>[HU: f_id=X9G-10224.03.2290010087, hw_v=H14, l_num=930, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271573, sw_v=0421]
989=>[HU: f_id=X9G-10224.03.2290010006, hw_v=H14, l_num=989, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270759, sw_v=0421]
597=>[HU: f_id=X9G-10223.03.2290010180, hw_v=H14, l_num=597, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268169, sw_v=0421]
1202=>[HU: f_id=X9G-10229.03.2290010108, hw_v=H14, l_num=1202, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290356, sw_v=0421]
1955=>[HU: f_id=X9G-10227.03.2290010473, hw_v=H14, l_num=1955, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285042, sw_v=0421]
1792=>[HU: f_id=X9G-10227.03.2290010616, hw_v=H14, l_num=1792, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285497, sw_v=0421]
192=>[HU: f_id=X9G-10216.03.2290010044, hw_v=H14, l_num=192, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240844, sw_v=0421]
1662=>[HU: f_id=X9G-10227.03.2290010666, hw_v=H14, l_num=1662, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285646, sw_v=0421]
1825=>[HU: f_id=X9G-10227.03.2290010693, hw_v=H14, l_num=1825, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285729, sw_v=0421]
68 =>[HU: f_id=X9G-10216.03.2290010177, hw_v=H14, l_num= 68, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241238, sw_v=0421]
79 =>[HU: f_id=X9G-10216.03.2290010156, hw_v=H14, l_num= 79, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241175, sw_v=0421]
461=>[HU: f_id=X9G-10222.03.2290011548, hw_v=H14, l_num=461, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266628, sw_v=0421]
474=>[HU: f_id=X9G-10222.03.2290011562, hw_v=H14, l_num=474, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266655, sw_v=0421]
1011=>[HU: f_id=X9G-10227.03.2290010394, hw_v=H14, l_num=1011, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284809, sw_v=0421]
1764=>[HU: f_id=X9G-10227.03.2290010625, hw_v=H14, l_num=1764, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285523, sw_v=0421]
1634=>[HU: f_id=X9G-10227.03.2290010793, hw_v=H14, l_num=1634, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285998, sw_v=0421]
351=>[HU: f_id=X9G-10222.03.2290011614, hw_v=H14, l_num=351, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266758, sw_v=0421]
1471=>[HU: f_id=X9G-10227.03.2290010243, hw_v=H14, l_num=1471, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284259, sw_v=0421]
584=>[HU: f_id=X9G-10223.03.2290010220, hw_v=H14, l_num=584, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268249, sw_v=0421]
730=>[HU: f_id=X9G-10223.03.2290010109, hw_v=H14, l_num=730, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268036, sw_v=0421]
397=>[HU: f_id=X9G-10222.03.2290011632, hw_v=H14, l_num=397, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266844, sw_v=0421]
789=>[HU: f_id=X9G-10223.03.2290010131, hw_v=H14, l_num=789, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268077, sw_v=0421]
866=>[HU: f_id=X9G-10223.03.2290010271, hw_v=H14, l_num=866, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268405, sw_v=0421]
1606=>[HU: f_id=X9G-10228.03.2290010010, hw_v=H14, l_num=1606, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286082, sw_v=0421]
853=>[HU: f_id=X9G-10223.03.2290010303, hw_v=H14, l_num=853, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268552, sw_v=0421]
287=>[HU: f_id=X9G-10222.03.2290011652, hw_v=H14, l_num=287, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266864, sw_v=0421]
1443=>[HU: f_id=X9G-10227.03.2290010152, hw_v=H14, l_num=1443, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284069, sw_v=0421]
48 =>[HU: f_id=X9G-10216.03.2290010145, hw_v=H14, l_num= 48, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241143, sw_v=0421]
1280=>[HU: f_id=X9G-10229.03.2290010143, hw_v=H14, l_num=1280, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290463, sw_v=0421]
274=>[HU: f_id=X9G-10222.03.2290011571, hw_v=H14, l_num=274, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266671, sw_v=0421]
666=>[HU: f_id=X9G-10223.03.2290010144, hw_v=H14, l_num=666, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268102, sw_v=0421]
976=>[HU: f_id=X9G-10224.03.2290010071, hw_v=H14, l_num=976, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271542, sw_v=0421]
543=>[HU: f_id=X9G-10222.03.2290011522, hw_v=H14, l_num=543, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266588, sw_v=0421]
1415=>[HU: f_id=X9G-10227.03.2290010153, hw_v=H14, l_num=1415, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284074, sw_v=0421]
151=>[HU: f_id=X9G-10216.03.2290010105, hw_v=H14, l_num=151, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241022, sw_v=0421]
1252=>[HU: f_id=X9G-10229.03.2290010155, hw_v=H14, l_num=1252, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290497, sw_v=0421]
530=>[HU: f_id=X9G-10222.03.2290011476, hw_v=H14, l_num=530, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266505, sw_v=0421]
1875=>[HU: f_id=X9G-10228.03.2290010044, hw_v=H14, l_num=1875, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286201, sw_v=0421]
812=>[HU: f_id=X9G-10223.03.2290010317, hw_v=H14, l_num=812, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268569, sw_v=0421]
420=>[HU: f_id=X9G-10222.03.2290011464, hw_v=H14, l_num=420, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266474, sw_v=0421]
922=>[HU: f_id=X9G-10224.03.2290010088, hw_v=H14, l_num=922, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271576, sw_v=0421]
479=>[HU: f_id=X9G-10222.03.2290011558, hw_v=H14, l_num=479, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266647, sw_v=0421]
858=>[HU: f_id=X9G-10223.03.2290010307, hw_v=H14, l_num=858, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268556, sw_v=0421]
1224=>[HU: f_id=X9G-10229.03.2290010188, hw_v=H14, l_num=1224, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290592, sw_v=0421]
466=>[HU: f_id=X9G-10222.03.2290011555, hw_v=H14, l_num=466, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266641, sw_v=0421]
1061=>[HU: f_id=X9G-10227.03.2290010414, hw_v=H14, l_num=1061, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284875, sw_v=0421]
1847=>[HU: f_id=X9G-10227.03.2290010676, hw_v=H14, l_num=1847, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285677, sw_v=0421]
1684=>[HU: f_id=X9G-10227.03.2290010766, hw_v=H14, l_num=1684, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285938, sw_v=0421]
356=>[HU: f_id=X9G-10222.03.2290011607, hw_v=H14, l_num=356, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266743, sw_v=0421]
17 =>[HU: f_id=X9G-10216.03.2290010059, hw_v=H14, l_num= 17, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240888, sw_v=0421]
343=>[HU: f_id=X9G-10223.03.2290010011, hw_v=H14, l_num=343, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267029, sw_v=0421]
748=>[HU: f_id=X9G-10223.03.2290010057, hw_v=H14, l_num=748, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267897, sw_v=0421]
735=>[HU: f_id=X9G-10223.03.2290010125, hw_v=H14, l_num=735, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268066, sw_v=0421]
1033=>[HU: f_id=X9G-10227.03.2290010379, hw_v=H14, l_num=1033, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284766, sw_v=0421]
1819=>[HU: f_id=X9G-10227.03.2290010700, hw_v=H14, l_num=1819, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285750, sw_v=0421]
1656=>[HU: f_id=X9G-10227.03.2290010800, hw_v=H14, l_num=1656, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286010, sw_v=0421]
233=>[HU: f_id=X9G-10223.03.2290010006, hw_v=H14, l_num=233, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267019, sw_v=0421]
1493=>[HU: f_id=X9G-10227.03.2290010177, hw_v=H14, l_num=1493, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284124, sw_v=0421]
220=>[HU: f_id=X9G-10222.03.2290011676, hw_v=H14, l_num=220, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266901, sw_v=0421]
279=>[HU: f_id=X9G-10222.03.2290011573, hw_v=H14, l_num=279, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266675, sw_v=0421]
612=>[HU: f_id=X9G-10223.03.2290010063, hw_v=H14, l_num=612, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267918, sw_v=0421]
625=>[HU: f_id=X9G-10222.03.2290011439, hw_v=H14, l_num=625, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266424, sw_v=0421]
110=>[HU: f_id=X9G-10216.03.2290010205, hw_v=H14, l_num=110, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241360, sw_v=0421]
1628=>[HU: f_id=X9G-10227.03.2290010716, hw_v=H14, l_num=1628, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285793, sw_v=0421]
169=>[HU: f_id=X9G-10216.03.2290010036, hw_v=H14, l_num=169, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240818, sw_v=0421]
1465=>[HU: f_id=X9G-10227.03.2290010263, hw_v=H14, l_num=1465, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284301, sw_v=0421]
156=>[HU: f_id=X9G-10216.03.2290010114, hw_v=H14, l_num=156, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241050, sw_v=0421]
1335=>[HU: f_id=X9G-10229.03.2290010045, hw_v=H14, l_num=1335, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290196, sw_v=0421]
8  =>[HU: f_id=X9G-10216.03.2290010209, hw_v=H14, l_num=  8, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241365, sw_v=0421]
548=>[HU: f_id=X9G-10222.03.2290011517, hw_v=H14, l_num=548, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266583, sw_v=0421]
817=>[HU: f_id=X9G-10223.03.2290010311, hw_v=H14, l_num=817, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268561, sw_v=0421]
425=>[HU: f_id=X9G-10222.03.2290011512, hw_v=H14, l_num=425, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266574, sw_v=0421]
804=>[HU: f_id=X9G-10224.03.2290010037, hw_v=H14, l_num=804, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271438, sw_v=0421]
1437=>[HU: f_id=X9G-10227.03.2290010186, hw_v=H14, l_num=1437, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284141, sw_v=0421]
935=>[HU: f_id=X9G-10224.03.2290010050, hw_v=H14, l_num=935, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271493, sw_v=0421]
1274=>[HU: f_id=X9G-10229.03.2290010149, hw_v=H14, l_num=1274, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290478, sw_v=0421]
1307=>[HU: f_id=X9G-10229.03.2290010139, hw_v=H14, l_num=1307, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290450, sw_v=0421]
1144=>[HU: f_id=X9G-10227.03.2290010339, hw_v=H14, l_num=1144, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284640, sw_v=0421]
302=>[HU: f_id=X9G-10222.03.2290011717, hw_v=H14, l_num=302, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266987, sw_v=0421]
1897=>[HU: f_id=X9G-10227.03.2290010681, hw_v=H14, l_num=1897, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285689, sw_v=0421]
90 =>[HU: f_id=X9G-10216.03.2290010161, hw_v=H14, l_num= 90, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241191, sw_v=0421]
1246=>[HU: f_id=X9G-10229.03.2290010019, hw_v=H14, l_num=1246, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290119, sw_v=0421]
1083=>[HU: f_id=X9G-10227.03.2290010409, hw_v=H14, l_num=1083, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284858, sw_v=0421]
1116=>[HU: f_id=X9G-10227.03.2290010342, hw_v=H14, l_num=1116, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284648, sw_v=0421]
1739=>[HU: f_id=X9G-10227.03.2290010648, hw_v=H14, l_num=1739, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285590, sw_v=0421]
1869=>[HU: f_id=X9G-10227.03.2290010752, hw_v=H14, l_num=1869, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285905, sw_v=0421]
1911=>[HU: f_id=X9G-10227.03.2290010486, hw_v=H14, l_num=1911, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285080, sw_v=0421]
238=>[HU: f_id=X9G-10223.03.2290010001, hw_v=H14, l_num=238, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267009, sw_v=0421]
225=>[HU: f_id=X9G-10222.03.2290011692, hw_v=H14, l_num=225, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266934, sw_v=0421]
507=>[HU: f_id=X9G-10222.03.2290011533, hw_v=H14, l_num=507, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266600, sw_v=0421]
70 =>[HU: f_id=X9G-10216.03.2290010155, hw_v=H14, l_num= 70, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241173, sw_v=0421]
115=>[HU: f_id=X9G-10216.03.2290010101, hw_v=H14, l_num=115, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241010, sw_v=0421]
1678=>[HU: f_id=X9G-10227.03.2290010778, hw_v=H14, l_num=1678, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285968, sw_v=0421]
102=>[HU: f_id=X9G-10216.03.2290010196, hw_v=H14, l_num=102, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241346, sw_v=0421]
1548=>[HU: f_id=X9G-10227.03.2290010158, hw_v=H14, l_num=1548, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284086, sw_v=0421]
617=>[HU: f_id=X9G-10222.03.2290011410, hw_v=H14, l_num=617, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266355, sw_v=0421]
1720=>[HU: f_id=X9G-10227.03.2290010584, hw_v=H14, l_num=1720, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285387, sw_v=0421]
1487=>[HU: f_id=X9G-10227.03.2290010228, hw_v=H14, l_num=1487, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284228, sw_v=0421]
1357=>[HU: f_id=X9G-10229.03.2290010027, hw_v=H14, l_num=1357, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290145, sw_v=0421]
307=>[HU: f_id=X9G-10222.03.2290011716, hw_v=H14, l_num=307, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266986, sw_v=0421]
1296=>[HU: f_id=X9G-10229.03.2290010077, hw_v=H14, l_num=1296, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290269, sw_v=0421]
1329=>[HU: f_id=X9G-10229.03.2290010033, hw_v=H14, l_num=1329, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290169, sw_v=0421]
1166=>[HU: f_id=X9G-10227.03.2290010306, hw_v=H14, l_num=1166, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284436, sw_v=0421]
1961=>[HU: f_id=X9G-10227.03.2290010501, hw_v=H14, l_num=1961, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285122, sw_v=0421]
1138=>[HU: f_id=X9G-10227.03.2290010366, hw_v=H14, l_num=1138, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284723, sw_v=0421]
1310=>[HU: f_id=X9G-10229.03.2290010134, hw_v=H14, l_num=1310, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290433, sw_v=0421]
997=>[HU: f_id=X9G-10223.03.2290010286, hw_v=H14, l_num=997, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268469, sw_v=0421]
1077=>[HU: f_id=X9G-10227.03.2290010444, hw_v=H14, l_num=1077, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284960, sw_v=0421]
984=>[HU: f_id=X9G-10224.03.2290010007, hw_v=H14, l_num=984, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270868, sw_v=0421]
1872=>[HU: f_id=X9G-10228.03.2290010041, hw_v=H14, l_num=1872, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286197, sw_v=0421]
1905=>[HU: f_id=X9G-10227.03.2290010544, hw_v=H14, l_num=1905, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285249, sw_v=0421]
874=>[HU: f_id=X9G-10223.03.2290010326, hw_v=H14, l_num=874, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269545, sw_v=0421]
1049=>[HU: f_id=X9G-10227.03.2290010448, hw_v=H14, l_num=1049, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284969, sw_v=0421]
482=>[HU: f_id=X9G-10222.03.2290011430, hw_v=H14, l_num=482, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266403, sw_v=0421]
861=>[HU: f_id=X9G-10223.03.2290010260, hw_v=H14, l_num=861, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268386, sw_v=0421]
1844=>[HU: f_id=X9G-10227.03.2290010664, hw_v=H14, l_num=1844, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285643, sw_v=0421]
751=>[HU: f_id=X9G-10222.03.2290011418, hw_v=H14, l_num=751, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266373, sw_v=0421]
1681=>[HU: f_id=X9G-10227.03.2290010773, hw_v=H14, l_num=1681, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285957, sw_v=0421]
1714=>[HU: f_id=X9G-10227.03.2290010578, hw_v=H14, l_num=1714, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285372, sw_v=0421]
2000=>[HU: f_id=X9G-10227.03.2290010525, hw_v=H14, l_num=2000, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285196, sw_v=0421]
797=>[HU: f_id=X9G-10223.03.2290010115, hw_v=H14, l_num=797, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268042, sw_v=0421]
1653=>[HU: f_id=X9G-10228.03.2290010004, hw_v=H14, l_num=1653, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0286041, sw_v=0421]
88 =>[HU: f_id=X9G-10216.03.2290010187, hw_v=H14, l_num= 88, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241270, sw_v=0421]
295=>[HU: f_id=X9G-10222.03.2290011627, hw_v=H14, l_num=295, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266839, sw_v=0421]
1523=>[HU: f_id=X9G-10227.03.2290010056, hw_v=H14, l_num=1523, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0283739, sw_v=0421]
1490=>[HU: f_id=X9G-10227.03.2290010232, hw_v=H14, l_num=1490, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284239, sw_v=0421]
282=>[HU: f_id=X9G-10222.03.2290011610, hw_v=H14, l_num=282, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266749, sw_v=0421]
77 =>[HU: f_id=X9G-10216.03.2290010158, hw_v=H14, l_num= 77, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0241180, sw_v=0421]
564=>[HU: f_id=X9G-10223.03.2290010169, hw_v=H14, l_num=564, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268145, sw_v=0421]
674=>[HU: f_id=X9G-10223.03.2290010184, hw_v=H14, l_num=674, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268181, sw_v=0421]
172=>[HU: f_id=X9G-10216.03.2290010092, hw_v=H14, l_num=172, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0240983, sw_v=0421]
1462=>[HU: f_id=X9G-10227.03.2290010256, hw_v=H14, l_num=1462, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284284, sw_v=0421]
551=>[HU: f_id=X9G-10223.03.2290010157, hw_v=H14, l_num=551, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268128, sw_v=0421]
1332=>[HU: f_id=X9G-10229.03.2290010050, hw_v=H14, l_num=1332, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290202, sw_v=0421]
687=>[HU: f_id=X9G-10223.03.2290010047, hw_v=H14, l_num=687, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267861, sw_v=0421]
820=>[HU: f_id=X9G-10223.03.2290010315, hw_v=H14, l_num=820, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268567, sw_v=0421]
943=>[HU: f_id=X9G-10223.03.2290010248, hw_v=H14, l_num=943, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268347, sw_v=0421]
879=>[HU: f_id=X9G-10223.03.2290010266, hw_v=H14, l_num=879, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268393, sw_v=0421]
1099=>[HU: f_id=X9G-10227.03.2290010456, hw_v=H14, l_num=1099, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284989, sw_v=0421]
487=>[HU: f_id=X9G-10222.03.2290011434, hw_v=H14, l_num=487, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0266411, sw_v=0421]
1271=>[HU: f_id=X9G-10229.03.2290010148, hw_v=H14, l_num=1271, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290476, sw_v=0421]
1304=>[HU: f_id=X9G-10229.03.2290010135, hw_v=H14, l_num=1304, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0290436, sw_v=0421]
1141=>[HU: f_id=X9G-10227.03.2290010334, hw_v=H14, l_num=1141, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284626, sw_v=0421]
