100
['801', '802', '803', '804', '805', '806', '807', '808', '809', '810', '811', '812', '813', '814', '815', '816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831', '832', '833', '834', '835', '836', '837', '838', '839', '840', '841', '842', '843', '844', '845', '846', '847', '848', '849', '850', '851', '852', '853', '854', '855', '856', '857', '858', '859', '860', '861', '862', '863', '864', '865', '866', '867', '868', '869', '870', '871', '872', '873', '874', '875', '876', '877', '878', '879', '880', '881', '882', '883', '884', '885', '886', '887', '888', '889', '890', '891', '892', '893', '894', '895', '896', '897', '898', '899', '900']
867=>[HU: f_id=X9G-10223.03.2290010264, hw_v=H14, l_num=867, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268391, sw_v=0421]
826=>[HU: f_id=X9G-10224.03.2290010001, hw_v=H14, l_num=826, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270747, sw_v=0421]
837=>[HU: f_id=X9G-10223.03.2290010289, hw_v=H14, l_num=837, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268475, sw_v=0421]
813=>[HU: f_id=X9G-10223.03.2290010318, hw_v=H14, l_num=813, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268570, sw_v=0421]
824=>[HU: f_id=X9G-10223.03.2290010344, hw_v=H14, l_num=824, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269724, sw_v=0421]
811=>[HU: f_id=X9G-10223.03.2290010316, hw_v=H14, l_num=811, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268568, sw_v=0421]
859=>[HU: f_id=X9G-10223.03.2290010310, hw_v=H14, l_num=859, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268559, sw_v=0421]
857=>[HU: f_id=X9G-10223.03.2290010308, hw_v=H14, l_num=857, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268557, sw_v=0421]
846=>[HU: f_id=X9G-10224.03.2290010060, hw_v=H14, l_num=846, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271509, sw_v=0421]
833=>[HU: f_id=X9G-10223.03.2290010283, hw_v=H14, l_num=833, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268447, sw_v=0421]
844=>[HU: f_id=X9G-10224.03.2290010055, hw_v=H14, l_num=844, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271499, sw_v=0421]
820=>[HU: f_id=X9G-10223.03.2290010315, hw_v=H14, l_num=820, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268567, sw_v=0421]
831=>[HU: f_id=X9G-10223.03.2290010285, hw_v=H14, l_num=831, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268452, sw_v=0421]
879=>[HU: f_id=X9G-10223.03.2290010266, hw_v=H14, l_num=879, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268393, sw_v=0421]
866=>[HU: f_id=X9G-10223.03.2290010271, hw_v=H14, l_num=866, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268405, sw_v=0421]
877=>[HU: f_id=X9G-10223.03.2290010233, hw_v=H14, l_num=877, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268278, sw_v=0421]
864=>[HU: f_id=X9G-10223.03.2290010261, hw_v=H14, l_num=864, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268388, sw_v=0421]
853=>[HU: f_id=X9G-10223.03.2290010303, hw_v=H14, l_num=853, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268552, sw_v=0421]
851=>[HU: f_id=X9G-10223.03.2290010304, hw_v=H14, l_num=851, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268553, sw_v=0421]
897=>[HU: f_id=X9G-10223.03.2290010323, hw_v=H14, l_num=897, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268575, sw_v=0421]
809=>[HU: f_id=X9G-10224.03.2290010038, hw_v=H14, l_num=809, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271440, sw_v=0421]
884=>[HU: f_id=X9G-10223.03.2290010242, hw_v=H14, l_num=884, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268330, sw_v=0421]
871=>[HU: f_id=X9G-10223.03.2290010329, hw_v=H14, l_num=871, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269553, sw_v=0421]
818=>[HU: f_id=X9G-10223.03.2290010314, hw_v=H14, l_num=818, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268565, sw_v=0421]
900=>[HU: f_id=X9G-10223.03.2290010300, hw_v=H14, l_num=900, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268549, sw_v=0421]
816=>[HU: f_id=X9G-10223.03.2290010313, hw_v=H14, l_num=816, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268564, sw_v=0421]
891=>[HU: f_id=X9G-10223.03.2290010253, hw_v=H14, l_num=891, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268361, sw_v=0421]
805=>[HU: f_id=X9G-10224.03.2290010013, hw_v=H14, l_num=805, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270878, sw_v=0421]
829=>[HU: f_id=X9G-10223.03.2290010345, hw_v=H14, l_num=829, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269728, sw_v=0421]
803=>[HU: f_id=X9G-10224.03.2290010028, hw_v=H14, l_num=803, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270906, sw_v=0421]
838=>[HU: f_id=X9G-10223.03.2290010290, hw_v=H14, l_num=838, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268485, sw_v=0421]
849=>[HU: f_id=X9G-10224.03.2290010059, hw_v=H14, l_num=849, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271507, sw_v=0421]
825=>[HU: f_id=X9G-10223.03.2290010343, hw_v=H14, l_num=825, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269723, sw_v=0421]
836=>[HU: f_id=X9G-10223.03.2290010295, hw_v=H14, l_num=836, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268518, sw_v=0421]
812=>[HU: f_id=X9G-10223.03.2290010317, hw_v=H14, l_num=812, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268569, sw_v=0421]
823=>[HU: f_id=X9G-10223.03.2290010347, hw_v=H14, l_num=823, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269752, sw_v=0421]
810=>[HU: f_id=X9G-10224.03.2290010039, hw_v=H14, l_num=810, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271442, sw_v=0421]
858=>[HU: f_id=X9G-10223.03.2290010307, hw_v=H14, l_num=858, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268556, sw_v=0421]
869=>[HU: f_id=X9G-10223.03.2290010268, hw_v=H14, l_num=869, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268396, sw_v=0421]
856=>[HU: f_id=X9G-10223.03.2290010301, hw_v=H14, l_num=856, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268550, sw_v=0421]
843=>[HU: f_id=X9G-10224.03.2290010054, hw_v=H14, l_num=843, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271498, sw_v=0421]
830=>[HU: f_id=X9G-10223.03.2290010346, hw_v=H14, l_num=830, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269743, sw_v=0421]
889=>[HU: f_id=X9G-10223.03.2290010298, hw_v=H14, l_num=889, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268536, sw_v=0421]
876=>[HU: f_id=X9G-10223.03.2290010232, hw_v=H14, l_num=876, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268276, sw_v=0421]
863=>[HU: f_id=X9G-10223.03.2290010259, hw_v=H14, l_num=863, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268385, sw_v=0421]
850=>[HU: f_id=X9G-10224.03.2290010057, hw_v=H14, l_num=850, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271504, sw_v=0421]
896=>[HU: f_id=X9G-10223.03.2290010324, hw_v=H14, l_num=896, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268576, sw_v=0421]
883=>[HU: f_id=X9G-10223.03.2290010274, hw_v=H14, l_num=883, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268410, sw_v=0421]
894=>[HU: f_id=X9G-10223.03.2290010277, hw_v=H14, l_num=894, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268429, sw_v=0421]
870=>[HU: f_id=X9G-10223.03.2290010270, hw_v=H14, l_num=870, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268400, sw_v=0421]
881=>[HU: f_id=X9G-10223.03.2290010245, hw_v=H14, l_num=881, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268338, sw_v=0421]
808=>[HU: f_id=X9G-10224.03.2290010041, hw_v=H14, l_num=808, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271444, sw_v=0421]
828=>[HU: f_id=X9G-10223.03.2290010348, hw_v=H14, l_num=828, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269760, sw_v=0421]
817=>[HU: f_id=X9G-10223.03.2290010311, hw_v=H14, l_num=817, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268561, sw_v=0421]
815=>[HU: f_id=X9G-10223.03.2290010319, hw_v=H14, l_num=815, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268571, sw_v=0421]
804=>[HU: f_id=X9G-10224.03.2290010037, hw_v=H14, l_num=804, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271438, sw_v=0421]
802=>[HU: f_id=X9G-10224.03.2290010025, hw_v=H14, l_num=802, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270901, sw_v=0421]
890=>[HU: f_id=X9G-10223.03.2290010255, hw_v=H14, l_num=890, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268371, sw_v=0421]
848=>[HU: f_id=X9G-10224.03.2290010058, hw_v=H14, l_num=848, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271505, sw_v=0421]
835=>[HU: f_id=X9G-10223.03.2290010292, hw_v=H14, l_num=835, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268506, sw_v=0421]
822=>[HU: f_id=X9G-10223.03.2290010340, hw_v=H14, l_num=822, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269585, sw_v=0421]
868=>[HU: f_id=X9G-10223.03.2290010267, hw_v=H14, l_num=868, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268394, sw_v=0421]
855=>[HU: f_id=X9G-10223.03.2290010306, hw_v=H14, l_num=855, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268555, sw_v=0421]
842=>[HU: f_id=X9G-10224.03.2290010052, hw_v=H14, l_num=842, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271496, sw_v=0421]
840=>[HU: f_id=X9G-10223.03.2290010291, hw_v=H14, l_num=840, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268486, sw_v=0421]
888=>[HU: f_id=X9G-10223.03.2290010296, hw_v=H14, l_num=888, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268520, sw_v=0421]
899=>[HU: f_id=X9G-10223.03.2290010321, hw_v=H14, l_num=899, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268573, sw_v=0421]
886=>[HU: f_id=X9G-10223.03.2290010297, hw_v=H14, l_num=886, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268533, sw_v=0421]
875=>[HU: f_id=X9G-10223.03.2290010246, hw_v=H14, l_num=875, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268341, sw_v=0421]
873=>[HU: f_id=X9G-10223.03.2290010327, hw_v=H14, l_num=873, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269547, sw_v=0421]
862=>[HU: f_id=X9G-10223.03.2290010262, hw_v=H14, l_num=862, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268389, sw_v=0421]
860=>[HU: f_id=X9G-10223.03.2290010309, hw_v=H14, l_num=860, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268558, sw_v=0421]
895=>[HU: f_id=X9G-10223.03.2290010048, hw_v=H14, l_num=895, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0267866, sw_v=0421]
807=>[HU: f_id=X9G-10224.03.2290010040, hw_v=H14, l_num=807, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271443, sw_v=0421]
893=>[HU: f_id=X9G-10223.03.2290010282, hw_v=H14, l_num=893, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268445, sw_v=0421]
882=>[HU: f_id=X9G-10223.03.2290010244, hw_v=H14, l_num=882, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268336, sw_v=0421]
880=>[HU: f_id=X9G-10223.03.2290010258, hw_v=H14, l_num=880, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268379, sw_v=0421]
827=>[HU: f_id=X9G-10223.03.2290010342, hw_v=H14, l_num=827, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269717, sw_v=0421]
814=>[HU: f_id=X9G-10223.03.2290010320, hw_v=H14, l_num=814, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268572, sw_v=0421]
801=>[HU: f_id=X9G-10224.03.2290010024, hw_v=H14, l_num=801, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270900, sw_v=0421]
847=>[HU: f_id=X9G-10224.03.2290010061, hw_v=H14, l_num=847, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271522, sw_v=0421]
834=>[HU: f_id=X9G-10223.03.2290010293, hw_v=H14, l_num=834, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268508, sw_v=0421]
845=>[HU: f_id=X9G-10224.03.2290010056, hw_v=H14, l_num=845, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271502, sw_v=0421]
832=>[HU: f_id=X9G-10223.03.2290010284, hw_v=H14, l_num=832, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268449, sw_v=0421]
821=>[HU: f_id=X9G-10223.03.2290010341, hw_v=H14, l_num=821, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269587, sw_v=0421]
[32mIt's fine! Everything is unique.[0m
100
['1000', '901', '902', '903', '904', '905', '906', '907', '908', '909', '910', '911', '912', '913', '914', '915', '916', '917', '918', '919', '920', '921', '922', '923', '924', '925', '926', '927', '928', '929', '930', '931', '932', '933', '934', '935', '936', '937', '938', '939', '940', '941', '942', '943', '944', '945', '946', '947', '948', '949', '950', '951', '952', '953', '954', '955', '956', '957', '958', '959', '960', '961', '962', '963', '964', '965', '966', '967', '968', '969', '970', '971', '972', '973', '974', '975', '976', '977', '978', '979', '980', '981', '982', '983', '984', '985', '986', '987', '988', '989', '990', '991', '992', '993', '994', '995', '996', '997', '998', '999']
964=>[HU: f_id=X9G-10224.03.2290010031, hw_v=H14, l_num=964, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271411, sw_v=0421]
962=>[HU: f_id=X9G-10224.03.2290010026, hw_v=H14, l_num=962, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270903, sw_v=0421]
951=>[HU: f_id=X9G-10224.03.2290010078, hw_v=H14, l_num=951, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271555, sw_v=0421]
997=>[HU: f_id=X9G-10223.03.2290010286, hw_v=H14, l_num=997, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268469, sw_v=0421]
909=>[HU: f_id=X9G-10224.03.2290010008, hw_v=H14, l_num=909, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270869, sw_v=0421]
984=>[HU: f_id=X9G-10224.03.2290010007, hw_v=H14, l_num=984, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270868, sw_v=0421]
982=>[HU: f_id=X9G-10224.03.2290010004, hw_v=H14, l_num=982, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270755, sw_v=0421]
971=>[HU: f_id=X9G-10224.03.2290010070, hw_v=H14, l_num=971, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271540, sw_v=0421]
995=>[HU: f_id=X9G-10223.03.2290010278, hw_v=H14, l_num=995, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268432, sw_v=0421]
929=>[HU: f_id=X9G-10224.03.2290010083, hw_v=H14, l_num=929, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271565, sw_v=0421]
927=>[HU: f_id=X9G-10224.03.2290010084, hw_v=H14, l_num=927, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271567, sw_v=0421]
916=>[HU: f_id=X9G-10223.03.2290010333, hw_v=H14, l_num=916, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269560, sw_v=0421]
903=>[HU: f_id=X9G-10224.03.2290010021, hw_v=H14, l_num=903, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270893, sw_v=0421]
914=>[HU: f_id=X9G-10223.03.2290010338, hw_v=H14, l_num=914, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269579, sw_v=0421]
901=>[HU: f_id=X9G-10224.03.2290010023, hw_v=H14, l_num=901, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270897, sw_v=0421]
949=>[HU: f_id=X9G-10223.03.2290010250, hw_v=H14, l_num=949, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268351, sw_v=0421]
947=>[HU: f_id=X9G-10223.03.2290010257, hw_v=H14, l_num=947, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268376, sw_v=0421]
936=>[HU: f_id=X9G-10224.03.2290010043, hw_v=H14, l_num=936, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271455, sw_v=0421]
934=>[HU: f_id=X9G-10224.03.2290010051, hw_v=H14, l_num=934, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271494, sw_v=0421]
923=>[HU: f_id=X9G-10224.03.2290010090, hw_v=H14, l_num=923, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271581, sw_v=0421]
910=>[HU: f_id=X9G-10224.03.2290010020, hw_v=H14, l_num=910, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270891, sw_v=0421]
921=>[HU: f_id=X9G-10224.03.2290010086, hw_v=H14, l_num=921, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271571, sw_v=0421]
969=>[HU: f_id=X9G-10224.03.2290010033, hw_v=H14, l_num=969, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271428, sw_v=0421]
956=>[HU: f_id=X9G-10224.03.2290010080, hw_v=H14, l_num=956, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271559, sw_v=0421]
967=>[HU: f_id=X9G-10224.03.2290010034, hw_v=H14, l_num=967, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271431, sw_v=0421]
943=>[HU: f_id=X9G-10223.03.2290010248, hw_v=H14, l_num=943, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268347, sw_v=0421]
954=>[HU: f_id=X9G-10224.03.2290010074, hw_v=H14, l_num=954, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271547, sw_v=0421]
941=>[HU: f_id=X9G-10223.03.2290010252, hw_v=H14, l_num=941, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268358, sw_v=0421]
930=>[HU: f_id=X9G-10224.03.2290010087, hw_v=H14, l_num=930, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271573, sw_v=0421]
989=>[HU: f_id=X9G-10224.03.2290010006, hw_v=H14, l_num=989, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270759, sw_v=0421]
987=>[HU: f_id=X9G-10224.03.2290010017, hw_v=H14, l_num=987, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270886, sw_v=0421]
976=>[HU: f_id=X9G-10224.03.2290010071, hw_v=H14, l_num=976, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271542, sw_v=0421]
974=>[HU: f_id=X9G-10224.03.2290010065, hw_v=H14, l_num=974, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271531, sw_v=0421]
961=>[HU: f_id=X9G-10224.03.2290010027, hw_v=H14, l_num=961, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270905, sw_v=0421]
919=>[HU: f_id=X9G-10223.03.2290010336, hw_v=H14, l_num=919, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269572, sw_v=0421]
994=>[HU: f_id=X9G-10223.03.2290010279, hw_v=H14, l_num=994, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268433, sw_v=0421]
906=>[HU: f_id=X9G-10224.03.2290010011, hw_v=H14, l_num=906, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270875, sw_v=0421]
908=>[HU: f_id=X9G-10224.03.2290010010, hw_v=H14, l_num=908, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270873, sw_v=0421]
981=>[HU: f_id=X9G-10224.03.2290010003, hw_v=H14, l_num=981, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270754, sw_v=0421]
939=>[HU: f_id=X9G-10224.03.2290010045, hw_v=H14, l_num=939, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271482, sw_v=0421]
928=>[HU: f_id=X9G-10224.03.2290010082, hw_v=H14, l_num=928, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271563, sw_v=0421]
915=>[HU: f_id=X9G-10223.03.2290010339, hw_v=H14, l_num=915, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269583, sw_v=0421]
926=>[HU: f_id=X9G-10224.03.2290010085, hw_v=H14, l_num=926, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271570, sw_v=0421]
913=>[HU: f_id=X9G-10223.03.2290010337, hw_v=H14, l_num=913, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269575, sw_v=0421]
902=>[HU: f_id=X9G-10224.03.2290010022, hw_v=H14, l_num=902, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0270895, sw_v=0421]
959=>[HU: f_id=X9G-10224.03.2290010076, hw_v=H14, l_num=959, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271551, sw_v=0421]
948=>[HU: f_id=X9G-10223.03.2290010249, hw_v=H14, l_num=948, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268348, sw_v=0421]
935=>[HU: f_id=X9G-10224.03.2290010050, hw_v=H14, l_num=935, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271493, sw_v=0421]
946=>[HU: f_id=X9G-10223.03.2290010256, hw_v=H14, l_num=946, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268372, sw_v=0421]
933=>[HU: f_id=X9G-10224.03.2290010047, hw_v=H14, l_num=933, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271487, sw_v=0421]
1000=>[HU: f_id=X9G-10223.03.2290010280, hw_v=H14, l_num=1000, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0268441, sw_v=0421]
920=>[HU: f_id=X9G-10223.03.2290010331, hw_v=H14, l_num=920, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0269555, sw_v=0421]
922=>[HU: f_id=X9G-10224.03.2290010088, hw_v=H14, l_num=922, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271576, sw_v=0421]
979=>[HU: f_id=X9G-10224.03.2290010062, hw_v=H14, l_num=979, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0271525, sw_v=0421]
