100
['1001', '1002', '1003', '1004', '1005', '1006', '1007', '1008', '1009', '1010', '1011', '1012', '1013', '1014', '1015', '1016', '1017', '1018', '1019', '1020', '1021', '1022', '1023', '1024', '1025', '1026', '1027', '1028', '1029', '1030', '1031', '1032', '1033', '1034', '1035', '1036', '1037', '1038', '1039', '1040', '1041', '1042', '1043', '1044', '1045', '1046', '1047', '1048', '1049', '1050', '1051', '1052', '1053', '1054', '1055', '1056', '1057', '1058', '1059', '1060', '1061', '1062', '1063', '1064', '1065', '1066', '1067', '1068', '1069', '1070', '1071', '1072', '1073', '1074', '1075', '1076', '1077', '1078', '1079', '1080', '1081', '1082', '1083', '1084', '1085', '1086', '1087', '1088', '1089', '1090', '1091', '1092', '1093', '1094', '1095', '1096', '1097', '1098', '1099', '1100']
1085=>[HU: f_id=X9G-10227.03.2290010406, hw_v=H14, l_num=1085, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284852, sw_v=0421]
1042=>[HU: f_id=X9G-10227.03.2290010449, hw_v=H14, l_num=1042, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284970, sw_v=0421]
1030=>[HU: f_id=X9G-10227.03.2290010391, hw_v=H14, l_num=1030, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284797, sw_v=0421]
1066=>[HU: f_id=X9G-10227.03.2290010436, hw_v=H14, l_num=1066, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284938, sw_v=0421]
1010=>[HU: f_id=X9G-10227.03.2290010419, hw_v=H14, l_num=1010, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284889, sw_v=0421]
1034=>[HU: f_id=X9G-10227.03.2290010380, hw_v=H14, l_num=1034, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284769, sw_v=0421]
1014=>[HU: f_id=X9G-10227.03.2290010404, hw_v=H14, l_num=1014, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284846, sw_v=0421]
1002=>[HU: f_id=X9G-10227.03.2290010418, hw_v=H14, l_num=1002, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284884, sw_v=0421]
1038=>[HU: f_id=X9G-10227.03.2290010389, hw_v=H14, l_num=1038, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284794, sw_v=0421]
1006=>[HU: f_id=X9G-10227.03.2290010426, hw_v=H14, l_num=1006, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284908, sw_v=0421]
1071=>[HU: f_id=X9G-10227.03.2290010439, hw_v=H14, l_num=1071, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284950, sw_v=0421]
1051=>[HU: f_id=X9G-10227.03.2290010372, hw_v=H14, l_num=1051, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284745, sw_v=0421]
1075=>[HU: f_id=X9G-10227.03.2290010429, hw_v=H14, l_num=1075, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284918, sw_v=0421]
1099=>[HU: f_id=X9G-10227.03.2290010456, hw_v=H14, l_num=1099, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284989, sw_v=0421]
1043=>[HU: f_id=X9G-10227.03.2290010453, hw_v=H14, l_num=1043, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284979, sw_v=0421]
1079=>[HU: f_id=X9G-10227.03.2290010443, hw_v=H14, l_num=1079, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284958, sw_v=0421]
1023=>[HU: f_id=X9G-10227.03.2290010388, hw_v=H14, l_num=1023, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284791, sw_v=0421]
1047=>[HU: f_id=X9G-10227.03.2290010450, hw_v=H14, l_num=1047, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284972, sw_v=0421]
1011=>[HU: f_id=X9G-10227.03.2290010394, hw_v=H14, l_num=1011, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284809, sw_v=0421]
1015=>[HU: f_id=X9G-10227.03.2290010403, hw_v=H14, l_num=1015, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284838, sw_v=0421]
1092=>[HU: f_id=X9G-10227.03.2290010464, hw_v=H14, l_num=1092, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285012, sw_v=0421]
1080=>[HU: f_id=X9G-10227.03.2290010445, hw_v=H14, l_num=1080, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284962, sw_v=0421]
1019=>[HU: f_id=X9G-10227.03.2290010402, hw_v=H14, l_num=1019, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284834, sw_v=0421]
1060=>[HU: f_id=X9G-10227.03.2290010367, hw_v=H14, l_num=1060, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284731, sw_v=0421]
1084=>[HU: f_id=X9G-10227.03.2290010405, hw_v=H14, l_num=1084, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284848, sw_v=0421]
1064=>[HU: f_id=X9G-10227.03.2290010423, hw_v=H14, l_num=1064, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284901, sw_v=0421]
1052=>[HU: f_id=X9G-10227.03.2290010371, hw_v=H14, l_num=1052, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284741, sw_v=0421]
1088=>[HU: f_id=X9G-10227.03.2290010410, hw_v=H14, l_num=1088, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284860, sw_v=0421]
1032=>[HU: f_id=X9G-10227.03.2290010378, hw_v=H14, l_num=1032, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284764, sw_v=0421]
1056=>[HU: f_id=X9G-10227.03.2290010370, hw_v=H14, l_num=1056, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284738, sw_v=0421]
1036=>[HU: f_id=X9G-10227.03.2290010382, hw_v=H14, l_num=1036, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284775, sw_v=0421]
1024=>[HU: f_id=X9G-10227.03.2290010397, hw_v=H14, l_num=1024, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284823, sw_v=0421]
1004=>[HU: f_id=X9G-10227.03.2290010420, hw_v=H14, l_num=1004, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284893, sw_v=0421]
1028=>[HU: f_id=X9G-10227.03.2290010385, hw_v=H14, l_num=1028, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284782, sw_v=0421]
1093=>[HU: f_id=X9G-10227.03.2290010462, hw_v=H14, l_num=1093, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285007, sw_v=0421]
1008=>[HU: f_id=X9G-10227.03.2290010416, hw_v=H14, l_num=1008, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284879, sw_v=0421]
1073=>[HU: f_id=X9G-10227.03.2290010430, hw_v=H14, l_num=1073, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284921, sw_v=0421]
1097=>[HU: f_id=X9G-10227.03.2290010461, hw_v=H14, l_num=1097, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285003, sw_v=0421]
1061=>[HU: f_id=X9G-10227.03.2290010414, hw_v=H14, l_num=1061, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284875, sw_v=0421]
1041=>[HU: f_id=X9G-10227.03.2290010447, hw_v=H14, l_num=1041, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284967, sw_v=0421]
1065=>[HU: f_id=X9G-10227.03.2290010435, hw_v=H14, l_num=1065, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284933, sw_v=0421]
1045=>[HU: f_id=X9G-10227.03.2290010454, hw_v=H14, l_num=1045, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284982, sw_v=0421]
1069=>[HU: f_id=X9G-10227.03.2290010433, hw_v=H14, l_num=1069, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284929, sw_v=0421]
1033=>[HU: f_id=X9G-10227.03.2290010379, hw_v=H14, l_num=1033, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284766, sw_v=0421]
1013=>[HU: f_id=X9G-10227.03.2290010399, hw_v=H14, l_num=1013, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284828, sw_v=0421]
1037=>[HU: f_id=X9G-10227.03.2290010381, hw_v=H14, l_num=1037, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284771, sw_v=0421]
1017=>[HU: f_id=X9G-10227.03.2290010401, hw_v=H14, l_num=1017, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284831, sw_v=0421]
1082=>[HU: f_id=X9G-10227.03.2290010407, hw_v=H14, l_num=1082, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284854, sw_v=0421]
1005=>[HU: f_id=X9G-10227.03.2290010425, hw_v=H14, l_num=1005, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284905, sw_v=0421]
1050=>[HU: f_id=X9G-10227.03.2290010446, hw_v=H14, l_num=1050, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284964, sw_v=0421]
1086=>[HU: f_id=X9G-10227.03.2290010396, hw_v=H14, l_num=1086, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284818, sw_v=0421]
1074=>[HU: f_id=X9G-10227.03.2290010431, hw_v=H14, l_num=1074, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284924, sw_v=0421]
1009=>[HU: f_id=X9G-10227.03.2290010415, hw_v=H14, l_num=1009, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284877, sw_v=0421]
1054=>[HU: f_id=X9G-10227.03.2290010376, hw_v=H14, l_num=1054, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284757, sw_v=0421]
1078=>[HU: f_id=X9G-10227.03.2290010427, hw_v=H14, l_num=1078, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284912, sw_v=0421]
1058=>[HU: f_id=X9G-10227.03.2290010368, hw_v=H14, l_num=1058, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284734, sw_v=0421]
1022=>[HU: f_id=X9G-10227.03.2290010387, hw_v=H14, l_num=1022, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284788, sw_v=0421]
1046=>[HU: f_id=X9G-10227.03.2290010451, hw_v=H14, l_num=1046, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284974, sw_v=0421]
1026=>[HU: f_id=X9G-10227.03.2290010386, hw_v=H14, l_num=1026, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284785, sw_v=0421]
1100=>[HU: f_id=X9G-10227.03.2290010457, hw_v=H14, l_num=1100, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284991, sw_v=0421]
1091=>[HU: f_id=X9G-10227.03.2290010460, hw_v=H14, l_num=1091, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0285000, sw_v=0421]
1095=>[HU: f_id=X9G-10227.03.2290010321, hw_v=H14, l_num=1095, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284504, sw_v=0421]
1018=>[HU: f_id=X9G-10227.03.2290010322, hw_v=H14, l_num=1018, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284524, sw_v=0421]
1083=>[HU: f_id=X9G-10227.03.2290010409, hw_v=H14, l_num=1083, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284858, sw_v=0421]
1063=>[HU: f_id=X9G-10227.03.2290010424, hw_v=H14, l_num=1063, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284903, sw_v=0421]
1087=>[HU: f_id=X9G-10227.03.2290010411, hw_v=H14, l_num=1087, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284863, sw_v=0421]
1067=>[HU: f_id=X9G-10227.03.2290010437, hw_v=H14, l_num=1067, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284941, sw_v=0421]
1031=>[HU: f_id=X9G-10227.03.2290010377, hw_v=H14, l_num=1031, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284761, sw_v=0421]
1055=>[HU: f_id=X9G-10227.03.2290010373, hw_v=H14, l_num=1055, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284749, sw_v=0421]
1035=>[HU: f_id=X9G-10227.03.2290010374, hw_v=H14, l_num=1035, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284752, sw_v=0421]
1059=>[HU: f_id=X9G-10227.03.2290010326, hw_v=H14, l_num=1059, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284600, sw_v=0421]
1003=>[HU: f_id=X9G-10227.03.2290010421, hw_v=H14, l_num=1003, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284894, sw_v=0421]
1039=>[HU: f_id=X9G-10227.03.2290010384, hw_v=H14, l_num=1039, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284778, sw_v=0421]
1027=>[HU: f_id=X9G-10227.03.2290010390, hw_v=H14, l_num=1027, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284796, sw_v=0421]
1007=>[HU: f_id=X9G-10227.03.2290010417, hw_v=H14, l_num=1007, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284881, sw_v=0421]
1072=>[HU: f_id=X9G-10227.03.2290010440, hw_v=H14, l_num=1072, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284951, sw_v=0421]
1096=>[HU: f_id=X9G-10227.03.2290010459, hw_v=H14, l_num=1096, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284996, sw_v=0421]
1040=>[HU: f_id=X9G-10227.03.2290010383, hw_v=H14, l_num=1040, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284776, sw_v=0421]
1076=>[HU: f_id=X9G-10227.03.2290010432, hw_v=H14, l_num=1076, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284926, sw_v=0421]
1020=>[HU: f_id=X9G-10227.03.2290010323, hw_v=H14, l_num=1020, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284526, sw_v=0421]
1044=>[HU: f_id=X9G-10227.03.2290010455, hw_v=H14, l_num=1044, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284986, sw_v=0421]
1068=>[HU: f_id=X9G-10227.03.2290010438, hw_v=H14, l_num=1068, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284944, sw_v=0421]
1012=>[HU: f_id=X9G-10227.03.2290010395, hw_v=H14, l_num=1012, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284814, sw_v=0421]
1048=>[HU: f_id=X9G-10227.03.2290010452, hw_v=H14, l_num=1048, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284976, sw_v=0421]
1016=>[HU: f_id=X9G-10227.03.2290010400, hw_v=H14, l_num=1016, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284830, sw_v=0421]
1081=>[HU: f_id=X9G-10227.03.2290010408, hw_v=H14, l_num=1081, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284856, sw_v=0421]
[]
{}
[32mIt's fine! Everything is unique.[0m
100
['1101', '1102', '1103', '1104', '1105', '1106', '1107', '1108', '1109', '1110', '1111', '1112', '1113', '1114', '1115', '1116', '1117', '1118', '1119', '1120', '1121', '1122', '1123', '1124', '1125', '1126', '1127', '1128', '1129', '1130', '1131', '1132', '1133', '1134', '1135', '1136', '1137', '1138', '1139', '1140', '1141', '1142', '1143', '1144', '1145', '1146', '1147', '1148', '1149', '1150', '1151', '1152', '1153', '1154', '1155', '1156', '1157', '1158', '1159', '1160', '1161', '1162', '1163', '1164', '1165', '1166', '1167', '1168', '1169', '1170', '1171', '1172', '1173', '1174', '1175', '1176', '1177', '1178', '1179', '1180', '1181', '1182', '1183', '1184', '1185', '1186', '1187', '1188', '1189', '1190', '1191', '1192', '1193', '1194', '1195', '1196', '1197', '1198', '1199', '1200']
1118=>[HU: f_id=X9G-10227.03.2290010350, hw_v=H14, l_num=1118, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284668, sw_v=0421]
1183=>[HU: f_id=X9G-10227.03.2290010292, hw_v=H14, l_num=1183, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284385, sw_v=0421]
1187=>[HU: f_id=X9G-10227.03.2290010288, hw_v=H14, l_num=1187, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284374, sw_v=0421]
1151=>[HU: f_id=X9G-10227.03.2290010283, hw_v=H14, l_num=1151, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284360, sw_v=0421]
1131=>[HU: f_id=X9G-10227.03.2290010362, hw_v=H14, l_num=1131, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284713, sw_v=0421]
1155=>[HU: f_id=X9G-10227.03.2290010280, hw_v=H14, l_num=1155, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284354, sw_v=0421]
1179=>[HU: f_id=X9G-10227.03.2290010297, hw_v=H14, l_num=1179, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284406, sw_v=0421]
1159=>[HU: f_id=X9G-10227.03.2290010278, hw_v=H14, l_num=1159, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284349, sw_v=0421]
1123=>[HU: f_id=X9G-10227.03.2290010272, hw_v=H14, l_num=1123, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284327, sw_v=0421]
1103=>[HU: f_id=X9G-10227.03.2290010355, hw_v=H14, l_num=1103, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284690, sw_v=0421]
1127=>[HU: f_id=X9G-10227.03.2290010267, hw_v=H14, l_num=1127, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284315, sw_v=0421]
1192=>[HU: f_id=X9G-10227.03.2290010317, hw_v=H14, l_num=1192, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284490, sw_v=0421]
1172=>[HU: f_id=X9G-10227.03.2290010298, hw_v=H14, l_num=1172, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284409, sw_v=0421]
1160=>[HU: f_id=X9G-10227.03.2290010276, hw_v=H14, l_num=1160, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284341, sw_v=0421]
1196=>[HU: f_id=X9G-10227.03.2290010330, hw_v=H14, l_num=1196, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284607, sw_v=0421]
1140=>[HU: f_id=X9G-10227.03.2290010325, hw_v=H14, l_num=1140, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284599, sw_v=0421]
1164=>[HU: f_id=X9G-10227.03.2290010312, hw_v=H14, l_num=1164, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284455, sw_v=0421]
1188=>[HU: f_id=X9G-10227.03.2290010287, hw_v=H14, l_num=1188, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284371, sw_v=0421]
1168=>[HU: f_id=X9G-10227.03.2290010308, hw_v=H14, l_num=1168, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284441, sw_v=0421]
1132=>[HU: f_id=X9G-10227.03.2290010360, hw_v=H14, l_num=1132, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284707, sw_v=0421]
1112=>[HU: f_id=X9G-10227.03.2290010343, hw_v=H14, l_num=1112, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284652, sw_v=0421]
1136=>[HU: f_id=X9G-10227.03.2290010363, hw_v=H14, l_num=1136, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284715, sw_v=0421]
1181=>[HU: f_id=X9G-10227.03.2290010290, hw_v=H14, l_num=1181, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284380, sw_v=0421]
1104=>[HU: f_id=X9G-10227.03.2290010353, hw_v=H14, l_num=1104, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284676, sw_v=0421]
1108=>[HU: f_id=X9G-10227.03.2290010303, hw_v=H14, l_num=1108, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284426, sw_v=0421]
1173=>[HU: f_id=X9G-10227.03.2290010296, hw_v=H14, l_num=1173, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284397, sw_v=0421]
1153=>[HU: f_id=X9G-10227.03.2290010281, hw_v=H14, l_num=1153, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284356, sw_v=0421]
1177=>[HU: f_id=X9G-10227.03.2290010252, hw_v=H14, l_num=1177, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284276, sw_v=0421]
1141=>[HU: f_id=X9G-10227.03.2290010334, hw_v=H14, l_num=1141, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284626, sw_v=0421]
1121=>[HU: f_id=X9G-10227.03.2290010273, hw_v=H14, l_num=1121, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284329, sw_v=0421]
1145=>[HU: f_id=X9G-10227.03.2290010340, hw_v=H14, l_num=1145, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284643, sw_v=0421]
1125=>[HU: f_id=X9G-10227.03.2290010269, hw_v=H14, l_num=1125, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284318, sw_v=0421]
1149=>[HU: f_id=X9G-10227.03.2290010331, hw_v=H14, l_num=1149, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284615, sw_v=0421]
1113=>[HU: f_id=X9G-10227.03.2290010345, hw_v=H14, l_num=1113, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284658, sw_v=0421]
1190=>[HU: f_id=X9G-10227.03.2290010293, hw_v=H14, l_num=1190, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284388, sw_v=0421]
1117=>[HU: f_id=X9G-10227.03.2290010344, hw_v=H14, l_num=1117, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284655, sw_v=0421]
1194=>[HU: f_id=X9G-10227.03.2290010324, hw_v=H14, l_num=1194, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284527, sw_v=0421]
1182=>[HU: f_id=X9G-10227.03.2290010291, hw_v=H14, l_num=1182, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284383, sw_v=0421]
1162=>[HU: f_id=X9G-10227.03.2290010314, hw_v=H14, l_num=1162, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284482, sw_v=0421]
1186=>[HU: f_id=X9G-10227.03.2290010286, hw_v=H14, l_num=1186, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284370, sw_v=0421]
1130=>[HU: f_id=X9G-10227.03.2290010271, hw_v=H14, l_num=1130, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284325, sw_v=0421]
1154=>[HU: f_id=X9G-10227.03.2290010279, hw_v=H14, l_num=1154, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284351, sw_v=0421]
1134=>[HU: f_id=X9G-10227.03.2290010359, hw_v=H14, l_num=1134, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284705, sw_v=0421]
1158=>[HU: f_id=X9G-10227.03.2290010278, hw_v=H14, l_num=1158, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284349, sw_v=0421]
1102=>[HU: f_id=X9G-10227.03.2290010356, hw_v=H14, l_num=1102, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284694, sw_v=0421]
1126=>[HU: f_id=X9G-10227.03.2290010268, hw_v=H14, l_num=1126, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284316, sw_v=0421]
1200=>[HU: f_id=X9G-10227.03.2290010319, hw_v=H14, l_num=1200, p_187=3GB035866A, p_191=3GB035866A, s_num=VWX9GA0284495, sw_v=0421]
